date,cityid,gps_retail_and_recreation,gps_grocery_and_pharmacy,gps_parks,gps_transit_stations,gps_workplaces,gps_residential,gps_away_from_home
2020-2-27,San Diego,0.0171,-0.0129,0.0429,0.00286,0.0286,-0.00286,0.0011099999999999999
2020-2-27,Dallas,0.0529,0.0114,0.119,0.0157,0.0329,-0.0114,0.0115
2020-2-27,Las Vegas,0.0443,0.0042899999999999995,0.0657,0.0214,-0.00143,0.00143,-0.00337
2020-2-27,Seattle,0.0357,-0.0129,0.343,0.04,0.00143,-0.0042899999999999995,0.00585
2020-2-27,Fort Worth,0.0486,0.0214,0.113,0.0386,0.0343,-0.0129,0.0144
2020-2-27,San Antonio,0.0557,0.0614,0.0814,-0.00429,0.0243,-0.0129,0.0156
2020-2-27,San Jose,0.0042899999999999995,0.00857,0.187,-0.0214,0.0186,-0.00286,0.005679999999999999
2020-2-27,Detroit,0.0414,-0.0071400000000000005,0.244,0.124,-0.0214,0.0129,-0.00873
2020-2-27,Philadelphia,0.06,0.0171,0.346,0.0314,0.0286,-0.00143,0.004229999999999999
2020-2-27,Columbus,0.0443,0.02,0.174,0.0257,0.0129,0.0,0.00335
2020-2-27,Austin,0.0486,0.0129,0.147,0.00429,0.0443,-0.0114,0.0128
2020-2-27,Charlotte,0.0471,-0.0114,0.146,0.0629,0.00857,-0.00143,0.00426
2020-2-27,Indianapolis,0.0557,0.00286,0.201,0.0243,0.0186,0.0,0.00293
2020-2-27,Jacksonville,0.0186,-0.00571,-0.0586,0.0243,0.0129,0.00286,-0.00259
2020-2-27,Memphis,0.0371,0.0357,0.141,0.0114,0.02,-0.00286,0.00229
2020-2-27,San Francisco,0.0343,0.02,0.161,0.00857,0.0229,-0.00286,0.00283
2020-2-27,El Paso,0.0571,0.0186,-0.214,0.154,0.0257,-0.01,0.0117
2020-2-27,Baltimore,0.06,0.00571,0.166,0.0143,0.0343,-0.0042899999999999995,0.0070599999999999994
2020-2-27,Portland,0.0771,0.0214,0.341,0.0486,0.0229,-0.00857,0.0108
2020-2-27,Boston,0.0429,0.00143,0.236,0.03,0.0214,0.0,0.00295
2020-2-27,Oklahoma City,0.0557,0.0271,0.0443,0.0143,0.0229,-0.00286,0.00126
2020-2-27,Louisville,0.04,0.11599999999999999,0.234,0.0357,0.0157,-0.0042899999999999995,0.007659999999999999
2020-2-27,Denver,-0.00286,0.0314,-0.0443,0.02,0.0286,-0.00143,1.31e-05
2020-2-27,Washington,0.0129,-0.0386,0.0929,0.04,0.0114,0.00143,0.0009519999999999999
2020-2-27,Nashville,0.0571,0.00857,0.146,0.0671,0.0243,-0.00286,0.0056700000000000006
2020-2-27,Milwaukee,0.0757,0.0271,0.166,0.0314,0.0343,-0.0042899999999999995,0.00948
2020-2-27,Albuquerque,0.06,0.0529,-0.00286,0.02,0.0186,-0.00286,0.000701
2020-2-27,Tucson,0.0229,0.05,0.0214,0.00143,-0.0171,0.00286,-0.00322
2020-2-27,Fresno,0.0757,0.0214,0.22,0.0257,0.0157,-0.00571,0.00733
2020-2-27,Sacramento,0.0443,0.0157,0.3,0.0286,0.0171,-0.0071400000000000005,0.00984
2020-2-27,Atlanta,0.0371,-0.0129,0.107,0.0286,0.0114,-0.00286,0.00466
2020-2-27,Kansas City,0.0771,0.0214,0.131,0.0514,0.06,-0.0114,0.015
2020-2-27,Miami,0.0171,0.00571,-0.00286,-0.01,0.02,0.0,-3.16e-08
2020-2-27,Raleigh,-0.00286,-0.0471,0.156,0.03,-0.0214,0.0129,-0.0116
2020-2-27,Omaha,0.0857,0.0843,0.339,0.0557,0.0286,-0.0114,0.0169
2020-2-27,Oakland,0.0186,0.0229,0.186,0.0343,0.03,-0.0071400000000000005,0.00984
2020-2-27,Minneapolis,0.05,0.02,0.134,0.0843,0.0214,-0.00857,0.013000000000000001
2020-2-27,Tampa,0.0386,0.0143,0.0186,0.0457,0.0214,-0.00143,0.00305
2020-2-27,New Orleans,0.48100000000000004,0.457,0.651,1.1,-0.18600000000000003,0.0129,-0.0038
2020-2-27,Wichita,0.0729,0.0143,0.01,0.0229,0.0243,-0.0042899999999999995,0.004220000000000001
2020-2-27,Cleveland,0.0343,-0.01,0.276,0.0614,0.0214,-0.00286,0.00704
2020-2-27,Bakersfield,0.0714,0.0171,0.249,0.0386,0.0129,-0.00286,0.00344
2020-2-27,Honolulu,0.0171,0.0129,0.0829,0.00286,0.0143,-0.00143,0.0028
2020-2-27,Boise,0.0714,0.0757,0.479,0.0486,0.0271,-0.0114,0.0144
2020-2-27,Salt Lake City,0.0886,0.1,0.23,0.05,0.0329,-0.00857,0.0104
2020-2-27,Virginia Beach,0.0286,-0.0129,0.0857,2.66E-10,0.01,0.0071400000000000005,-0.00512
2020-2-27,Colorado Springs,0.0171,0.01,-0.134,-0.00714,0.0229,0.00143,-0.0058
2020-2-27,Tulsa,0.0471,0.0157,0.01,0.07,0.02,-0.00143,0.000686
2020-2-28,Los Angeles,0.0229,0.0114,0.08,0.01,0.0257,-0.00571,0.005
2020-2-28,New York City,0.0266,-0.0044399999999999995,0.119,0.00882,0.0341,-0.00282,0.00543
2020-2-28,Chicago,0.0471,0.0329,0.267,0.0257,0.0186,-0.0071400000000000005,0.0131
2020-2-28,Houston,0.0657,0.0214,0.109,0.0171,0.0129,-0.00571,0.0069
2020-2-28,Phoenix,0.0586,0.0042899999999999995,0.0429,0.0629,0.0143,-0.00143,-0.00018700000000000002
2020-2-28,San Diego,0.02,-0.00857,0.0471,0.00571,0.0329,-0.0042899999999999995,0.0025
2020-2-28,Dallas,0.0643,0.0229,0.161,0.0229,0.0329,-0.0143,0.0143
2020-2-28,Las Vegas,0.05,0.0071400000000000005,0.0671,0.0214,-0.00143,0.0,-0.00198
2020-2-28,Seattle,0.0386,-0.00571,0.3,0.0443,0.0129,-0.00571,0.0072299999999999994
2020-2-28,Fort Worth,0.0586,0.03,0.164,0.0429,0.0357,-0.0157,0.0172
2020-2-28,San Antonio,0.0657,0.0714,0.09,0.00429,0.0243,-0.0157,0.0183
2020-2-28,San Jose,0.0114,0.0243,0.199,-0.0171,0.0343,-0.00571,0.00845
2020-2-28,Detroit,0.05,0.0,0.241,0.137,-0.0171,0.01,-0.00596
2020-2-28,Philadelphia,0.0714,0.0243,0.354,0.0357,0.0271,-0.00286,0.00562
2020-2-28,Columbus,0.0471,0.0243,0.159,0.0271,0.01,0.0,0.00335
2020-2-28,Austin,0.0557,0.0229,0.16,0.00714,0.0443,-0.0129,0.0142
2020-2-28,Charlotte,0.0657,0.00571,0.203,0.0843,0.0271,-0.0114,0.0139
2020-2-28,Indianapolis,0.0586,0.00571,0.19,0.0271,0.0171,0.0,0.00293
2020-2-28,Jacksonville,0.0314,0.0071400000000000005,-0.0129,0.0386,0.0157,-0.00286,0.00294
2020-2-28,Memphis,0.0586,0.0471,0.164,0.0214,0.0214,-0.0071400000000000005,0.00644
