date,cityid,merchants_all,merchants_ss40,merchants_ss60,merchants_ss65,merchants_ss70
2020-1-10,25,0.000596,0.00173,-0.042800002,0.029300001,0.0108
2020-1-10,26,0.0146,0.00183,0.044199999,0.031599998,0.023499999
2020-1-10,27,0.0152,0.0099999998,0.0208,0.0073600002,0.014
2020-1-10,28,-0.00303,-0.0060700001,-0.030200001,0.012,-0.0084600002
2020-1-10,29,-0.0261,-0.0129,-0.093999997,-0.036400001,-0.049800001
2020-1-10,30,0.0199,0.0196,0.029100001,0.016000001,0.0359
2020-1-10,31,-0.030400001,-0.0174,-0.0294,-0.065200001,-0.0266
2020-1-10,32,0.0061400002,0.0036599999,0.048999999,-0.0090899998,0.0033199999
2020-1-10,33,-0.00398,0.00072000001,0.00303,0.0233,-0.0207
2020-1-10,34,0.0027000001,-0.0037499999,0.024599999,0.0070099998,0.0067500002
2020-1-10,35,0.017999999,0.015799999,0.0073699998,0.025599999,-0.0046299999
2020-1-10,36,0.0017,0.0084800003,0.024599999,-0.0141,-0.0037199999
2020-1-10,37,0.0071100001,0.0152,0.0112,-0.037900001,0.0022499999
2020-1-10,38,0.0052899998,0.00364,0.028000001,0.023800001,-0.0127
2020-1-10,39,0.0046899999,-0.0069800001,-0.0138,0.00129,0.00104
2020-1-10,40,-0.0139,-0.023600001,-0.00403,-0.00844,-0.0244
2020-1-10,41,0.00168,0.013,0.027000001,0.015799999,-0.0036299999
2020-1-10,42,-0.0127,-0.0251,-0.0283,-0.00263,-0.020099999
2020-1-10,43,0.0052200002,0.0198,-0.0133,-0.00465,-0.0136
2020-1-10,44,-0.0117,0.0068700002,-0.051600002,0.0131,-0.0242
2020-1-10,45,0.00285,-0.016100001,0.022399999,0.0184,0.0146
2020-1-10,46,-0.0155,-0.028100001,0.0114,-0.016100001,-0.0045099999
2020-1-10,47,0.0036200001,0.0069800001,0.096199997,-0.0041700001,0.0044
2020-1-10,48,0.0065600001,0.0021800001,-0.0043100002,0.0042099999,0.032000002
2020-1-10,49,0.017899999,0.0449,0.0147,0.025699999,0.0123
2020-1-10,50,0.016899999,0.0252,0.0337,0.0231,-0.0059500001
2020-1-10,51,-0.00094,0.032699998,-0.0603,-0.0026400001,-0.0035999999
2020-1-10,52,-0.0156,-0.0284,0.0053400001,0.00667,-0.021500001
2020-1-10,53,0.0035000001,-0.00028899999,-0.0111,0.00532,0.032099999
2020-1-11,1,-0.0032299999,-0.0060800002,0.0098599996,-0.0077200001,0.000317
2020-1-11,2,0.00185,0.0064599998,-0.011,-0.011,0.0052200002
2020-1-11,3,-0.0276,-0.0252,-0.058400001,-0.042300001,-0.017000001
2020-1-11,4,-0.000101,0.0138,0.0031099999,0.00673,0.0043299999
2020-1-11,5,0.0107,0.023399999,-0.0040600002,0.0136,0.0109
2020-1-11,6,-0.00109,0.0069800001,-0.0054700002,0.0106,-0.0095800003
2020-1-11,7,0.0026,-0.00569,0.013,0.0106,0.0102
2020-1-11,8,-0.00073199999,0.00017699999,-0.025900001,-0.0043700002,-0.0056500002
2020-1-11,9,0.0242,0.016000001,0.0405,0.0339,0.0128
2020-1-11,10,0.0123,0.017000001,0.035799999,0.00066700001,0.0145
2020-1-11,11,0.0058800001,0.000018700001,-0.0117,0.0175,0.0116
2020-1-11,12,-0.0019700001,0.0093900003,-0.0273,0.0221,-0.00047200001
2020-1-11,13,-0.0029800001,0.0046999999,-0.073399998,-0.017100001,-0.0022100001
2020-1-11,14,-0.0106,-0.0138,0.0403,-0.00844,-0.0166
2020-1-11,15,-0.0097899996,-0.00985,-0.0162,-0.00105,0.0041700001
2020-1-11,16,0.000119,-0.0077,0.020199999,-0.0141,0.0091300001
2020-1-11,17,0.0060299998,0.0032800001,-0.0082799997,0.016000001,-0.00191
2020-1-11,18,-0.0297,-0.018100001,-0.023,-0.0656,-0.0123
2020-1-11,19,0.0045699999,0.0072599999,-0.0085100001,-0.00163,-0.0264
2020-1-11,20,0.0017,0.00125,-0.037,-0.0062199999,-0.0082
2020-1-11,21,0.0175,0.0127,0.058499999,0.0175,0.00764
2020-1-11,22,-0.0028899999,-0.0087099997,-0.028200001,0.0149,-0.00082000002
2020-1-11,23,-0.0113,-0.0114,0.0068199998,0.0145,-0.023700001
2020-1-11,24,0.0111,0.0103,0.0133,0.0116,0.0392
2020-1-11,25,0.00235,0.00102,-0.0126,0.043299999,0.00666
2020-1-11,26,0.0082299998,-0.0043199998,0.053100001,0.028899999,0.0060200002
2020-1-11,27,0.0088600004,-0.00144,0.0151,0.0037799999,0.0118
2020-1-11,28,0.0055399998,-0.0030199999,-0.0079399999,0.00764,-0.0059099998
2020-1-11,29,-0.0244,-0.0131,-0.089100003,-0.032600001,-0.044799998
2020-1-11,30,0.0149,0.0167,0.0296,0.0076899999,0.0188
2020-1-11,31,-0.0392,-0.034000002,-0.0036200001,-0.058699999,-0.031599998
2020-1-11,32,0.0125,0.0218,0.035599999,0.0111,-0.0101
2020-1-11,33,-0.00051300001,0.00147,0.0091599999,0.028100001,-0.019099999
2020-1-11,34,0.0063200002,-0.0112,0.019400001,0.023499999,0.0095499996
2020-1-11,35,0.0184,0.0221,-0.0148,0.024599999,-0.0044399998
2020-1-11,36,-0.0058800001,-0.003,0.00281,-0.0132,-0.0068799998
2020-1-11,37,-0.024900001,-0.023800001,-0.0129,-0.038400002,-0.0173
2020-1-11,38,-0.00139,-0.0031000001,0.00352,0.0037199999,-0.0143
2020-1-11,39,0.0068899998,-0.0092000002,0.0043000001,0.0071100001,-0.00171
2020-1-11,40,-0.0175,-0.0317,-0.033399999,-0.0043899999,-0.0244
2020-1-11,41,0.0045699999,0.0149,0.027000001,0.021400001,-0.00148
2020-1-11,42,-0.0117,-0.028100001,-0.042399999,0.00291,-0.015
2020-1-11,43,0.0077499999,0.0187,-0.021600001,-0.0055399998,-0.0104
2020-1-11,44,-0.0153,0.0047200001,-0.0493,0.0295,-0.0319
2020-1-11,45,0.0045400001,-0.0199,0.0189,0.0027600001,0.0251
2020-1-11,46,-0.0115,-0.019300001,0.024900001,-0.024800001,-0.00196
2020-1-11,47,-0.0032899999,0.00153,0.053199999,0.0060399999,-0.0014299999
2020-1-11,48,0.00716,-0.00186,0.0127,0.0062699998,0.026900001
2020-1-11,49,0.0241,0.052200001,0.0103,0.040600002,0.0097099999
2020-1-11,50,0.0207,0.024,0.045400001,0.025800001,-0.0048199999
2020-1-11,51,-0.0027000001,0.0239,-0.0744,-0.0046399999,-0.0039400002
2020-1-11,52,-0.0038099999,-0.0228,0.0206,0.0135,-0.0112
2020-1-11,53,-0.00373,-0.011,-0.030200001,0.0065000001,0.022600001
2020-1-12,1,-0.0053500002,-0.0098799998,0.0049000001,-0.0066399998,0.000504
2020-1-12,2,-0.00056499999,0.0030400001,-0.0077200001,-0.0188,0.0050499998
2020-1-12,3,-0.025800001,-0.0199,-0.055500001,-0.0458,-0.015799999
2020-1-12,4,-0.0080399998,0.00105,-0.00296,0.0014900001,-0.00142
2020-1-12,5,0.0115,0.022700001,-0.0051199999,0.0138,0.00911
2020-1-12,6,-0.00021499999,0.0073000002,-0.00514,0.0111,-0.0076899999
2020-1-12,7,0.00121,-0.0035999999,0.0094100004,0.0106,0.0068199998
2020-1-12,8,-0.0033499999,-0.0041899998,-0.0197,-0.0044100001,-0.0070400001
2020-1-12,9,0.022700001,0.0106,0.046500001,0.030300001,0.0144
2020-1-12,10,0.0098299999,0.0098200003,0.037300002,-0.0075300001,0.0098700002
2020-1-12,11,0.00080600003,-0.0080000004,-0.0175,0.0198,0.0054899999
2020-1-12,12,-0.0035600001,0.0080599999,-0.0139,0.0058400002,-0.0038999999
2020-1-12,13,-0.0076700002,0.00266,-0.092100002,-0.033500001,-0.0052899998
2020-1-12,14,-0.0139,-0.020199999,0.0403,-0.00104,-0.0218
2020-1-12,15,-0.0062299999,-0.0029899999,0.00502,-0.0042300001,0.00088900002
2020-1-12,16,-0.0040699998,-0.0154,0.0176,-0.0167,0.0096100001
2020-1-12,17,0.0054600001,0.0053099999,-0.0057700002,0.0071399999,-0.00083799998
2020-1-12,18,-0.0135,0.0039300001,-0.027000001,-0.044100001,-0.0062000002
2020-1-12,19,0.0039499998,0.0030799999,-0.0209,0.0066,-0.024599999
2020-1-12,20,0.00099299999,0.00309,-0.0513,-0.0108,-0.0108
2020-1-12,21,0.0112,0.0070799999,0.042800002,-0.00161,0.00856
2020-1-12,22,-0.00581,-0.0124,-0.023700001,0.00501,0.00538
2020-1-12,23,-0.0123,-0.0138,0.031199999,-0.00233,-0.0275
2020-1-12,24,0.0086700004,0.0058200001,0.0207,0.0045799999,0.0308
2020-1-12,25,-0.00132,-0.0052999998,0.0139,0.039799999,-0.00096400001
2020-1-12,26,0.0070099998,-0.00084300002,0.0513,0.0164,-0.00251
2020-1-12,27,0.015799999,0.0015,0.0044999998,0.013,0.0162
2020-1-12,28,0.0048699998,-0.0078999996,0.0045699999,0.0046999999,0.00339
2020-1-12,29,-0.0255,-0.019200001,-0.075199999,-0.037599999,-0.042800002
2020-1-12,30,0.013,0.016899999,0.016000001,0.00655,0.0099999998
2020-1-12,31,-0.047600001,-0.0438,-0.0403,-0.077799998,-0.032499999
2020-1-12,32,0.0123,0.0255,0.024599999,0.0132,-0.0099999998
2020-1-12,33,-0.0025500001,-0.0069900001,0.0116,0.024499999,-0.021
2020-1-12,34,0.0094299996,-0.0042400002,0.0273,0.024800001,0.0041299998
2020-1-12,35,0.0153,0.017000001,-0.021600001,0.017100001,-0.0028899999
2020-1-12,36,-0.0076600001,-0.0052999998,0.00296,-0.0231,-0.00997
2020-1-12,37,-0.00153,0.000115,-0.0254,-0.015900001,0.0055200001
2020-1-12,38,-0.0082299998,-0.0078600002,-0.0117,-0.0105,-0.015799999
2020-1-12,39,0.0090199998,-0.0075599998,0.016899999,0.0043299999,-0.00179
2020-1-12,40,-0.0104,-0.017999999,-0.0076000001,-0.0067799999,-0.023800001
2020-1-12,41,0.0022,0.0124,0.0187,0.0151,-0.00235
2020-1-12,42,-0.0132,-0.0287,-0.048900001,0.00142,-0.021400001
2020-1-12,43,0.0079399999,0.0209,-0.0165,-0.0054199998,-0.0093200002
2020-1-12,44,-0.0086300001,0.011,-0.037099998,0.0352,-0.0309
2020-1-12,45,0.0067199999,-0.0222,0.037500001,0.0056400001,0.0277
2020-1-12,46,-0.0083499998,-0.0272,0.048999999,-0.0122,0.00358
2020-1-12,47,-0.0097399997,-0.0103,0.049600001,0.0089400001,-0.00477
2020-1-12,48,0.0042900001,-0.0142,0.0222,-0.000673,0.0219
2020-1-12,49,0.0199,0.043400001,0.0125,0.0285,0.0069599999
2020-1-12,50,0.0173,0.0286,0.0309,0.015699999,-0.0073799998
2020-1-12,51,-0.0031600001,0.0139,-0.091399997,-0.0102,0.000566
2020-1-12,52,-0.0039599999,-0.0263,0.0173,0.00263,-0.0112
2020-1-12,53,-0.0031300001,-0.0063299998,-0.0231,-0.0106,0.0154
2020-1-13,1,-0.0087900003,-0.0146,0.000371,-0.0080899997,-0.00385
2020-1-13,2,-0.0027300001,0.0011699999,-0.0153,-0.024700001,0.0041499999
2020-1-13,3,-0.028100001,-0.021299999,-0.061299998,-0.046599999,-0.0163
2020-1-13,4,-0.0135,-0.0097399997,-0.0162,-0.000084699997,-0.0041100001
2020-1-13,5,0.0093799997,0.024900001,-0.0047499998,0.0080899997,0.00398
2020-1-13,6,-0.00098600006,0.0086000003,0.00181,0.0057999999,-0.0068000001
2020-1-13,7,-0.00061799999,0.00034599999,-0.0093799997,0.00508,0.0026799999
2020-1-13,8,-0.0073199999,-0.0127,-0.0149,0.00251,-0.0053300001
2020-1-13,9,0.0019499999,-0.0057299999,0.029899999,-0.00556,0.0033799999
2020-1-13,10,0.0048799999,0.00339,0.0309,-0.00556,0.0041
2020-1-13,11,-0.0098000001,-0.0233,-0.0253,0.0187,-0.00364
2020-1-13,12,-0.0031900001,0.0063800002,0.0060999999,0.0111,-0.0050400002
2020-1-13,13,-0.0123,-0.00284,-0.092600003,-0.044100001,-0.0060000001
2020-1-13,14,-0.0101,-0.017200001,0.092699997,-0.0080500003,-0.0187
2020-1-13,15,-0.0088200001,-0.00135,0.00116,-0.0156,0.00131
2020-1-13,16,-0.0070500001,-0.017200001,0.0079500005,-0.0186,0.00233
2020-1-13,17,0.00233,0.0053900001,-0.0123,-0.00709,0.00392
2020-1-13,18,-0.00923,0.0127,-0.022700001,-0.040600002,-0.0079600001
2020-1-13,19,-0.00248,-0.0046600001,0.00269,0.000841,-0.0359
2020-1-13,20,-0.0030100001,0.00084300002,-0.053100001,-0.00612,-0.0076799998
2020-1-13,21,0.0055900002,0.0024600001,0.0348,-0.0131,0.0052800002
2020-1-13,22,-0.0113,-0.0143,-0.0166,0.0051099998,0.00856
2020-1-13,23,0.0036599999,0.0117,0.0274,-0.00532,-0.0143
2020-1-13,24,0.0065100002,0.00758,0.033500001,-0.0068899998,0.029300001
2020-1-13,25,-0.0041499999,-0.0061499998,-0.0418,0.0308,-0.0063499999
2020-1-13,26,0.0065799998,-0.0000282,0.058499999,0.0027699999,-0.0045599998
2020-1-13,27,0.0125,-0.00309,0.0014600001,0.0101,0.0124
2020-1-13,28,0.0027099999,-0.0101,-0.0065700002,0.0030199999,0.0093700001
2020-1-13,29,-0.0101,-0.0112,-0.0581,-0.047499999,-0.019200001
2020-1-13,30,0.0112,0.015900001,3.64E-06,-0.00057700003,0.00697
2020-1-13,31,-0.049199998,-0.0447,-0.065200001,-0.081900001,-0.030999999
2020-1-13,32,0.0081000002,0.0229,0.0103,0.0113,-0.0141
2020-1-13,33,-0.00241,-0.0040500001,0.0195,0.0124,-0.025
2020-1-13,34,0.0073199999,0.0040799999,0.0116,0.020400001,-0.00202
2020-1-13,35,0.0115,0.0154,-0.0199,0.0152,-0.0030799999
2020-1-13,36,-0.0153,-0.0136,-0.0156,-0.032000002,-0.0099999998
2020-1-13,37,-0.00188,-0.00287,-0.041200001,-0.018999999,0.0163
2020-1-13,38,-0.0101,-0.0125,-0.0026,-0.0111,-0.0153
2020-1-13,39,0.0089199999,-0.0064599998,0.019400001,0.000505,0.00266
2020-1-13,40,-0.0082900003,-0.0067699999,-0.035500001,0.000227,-0.020500001
2020-1-13,41,0.0108,0.0106,0.0126,0.022,-0.00061799999
2020-1-13,42,-0.0165,-0.024700001,-0.0537,-0.0044499999,-0.0219
2020-1-13,43,0.0069900001,0.016799999,-0.0103,-0.000067499997,-0.0076899999
2020-1-13,44,-0.0041899998,0.0088,0.0131,0.0295,-0.0277
2020-1-13,45,0.00376,-0.0113,0.00667,-0.00611,0.0197
2020-1-13,46,-0.013,-0.031800002,0.031500001,-0.02,0.00392
2020-1-13,47,-0.0109,-0.0149,0.086900003,-0.015799999,-0.0099400003
2020-1-13,48,0.00178,-0.022600001,0.030300001,-0.018200001,0.021299999
2020-1-13,49,0.0080899997,0.029100001,-0.0047900002,0.0132,0.0070500001
2020-1-13,50,0.0088499999,0.0187,0.0124,0.0099999998,-0.0073699998
2020-1-13,51,-0.0123,-0.0036500001,-0.091700003,-0.0141,0.0062600002
2020-1-13,52,-0.0063399998,-0.026699999,0.0309,0.0082999999,-0.0121
2020-1-13,53,-0.0080300001,-0.014,-0.0513,0.00235,0.0127
2020-1-14,1,-0.0059199999,-0.0117,-0.0037,0.00127,-0.0040500001
2020-1-14,2,-0.0032800001,-0.000136,0.0056099999,-0.022600001,0.000313
2020-1-14,3,-0.0319,-0.0262,-0.0634,-0.047899999,-0.017200001
2020-1-14,4,-0.019200001,-0.0208,-0.0272,-0.0068999999,-0.0068600001
2020-1-14,5,0.0072300001,0.0185,0.0044900002,0.0021899999,0.00208
2020-1-14,6,0.00333,0.0118,0.0146,0.0059600002,-0.0052399999
2020-1-14,7,0.000374,0.00053199998,0.00471,0.0048000002,-0.00030000001
2020-1-14,8,-0.0099900002,-0.0090199998,-0.020400001,0.0020999999,-0.0047900002
2020-1-14,9,-0.0217,-0.0252,0.016000001,-0.038400002,-0.0088999998
2020-1-14,10,0.000352,-0.00089299999,0.0134,-0.0099999998,0.0052100001
2020-1-14,11,-0.0154,-0.029999999,-0.0515,0.0073500001,-0.0038399999
2020-1-14,12,-0.00075900002,0.0107,-0.020099999,0.00176,0.0014600001
2020-1-14,13,-0.017999999,-0.00159,-0.062700003,-0.052200001,-0.0083900001
2020-1-14,14,-0.0090300003,-0.0127,0.114,-0.015799999,-0.022
2020-1-14,15,-0.00789,-0.0029899999,-0.0113,-0.00716,0.00105
2020-1-14,16,-0.0065899999,-0.0189,0.0046100002,-0.0128,-0.000207
2020-1-14,17,0.00142,0.0047900002,-0.0076799998,-0.0276,0.0039300001
2020-1-14,18,-0.0102,0.0064599998,-0.035399999,-0.0296,-0.00721
2020-1-14,19,-0.0107,-0.0173,-0.0077599999,-0.00575,-0.0359
2020-1-14,20,-0.00181,0.00057199999,-0.083499998,0.0035600001,-0.0011
2020-1-14,21,0.0061499998,0.00158,0.064800002,-0.0031000001,0.00157
2020-1-14,22,-0.0132,-0.0108,-0.0112,-0.0083100004,0.0107
2020-1-14,23,0.0091500003,0.026799999,0.0115,-0.028200001,-0.0109
2020-1-14,24,0.0013,0.00452,0.0127,-0.0255,0.025900001
2020-1-14,25,-0.00661,-0.0126,-0.041299999,0.025,-0.0132
2020-1-14,26,0.0073699998,0.00154,0.0495,0.016799999,-0.0066900002
2020-1-14,27,0.0036500001,-0.00205,-0.036899999,-0.0014900001,0.00171
2020-1-14,28,0.0052,-0.0071999999,0.0094799995,-0.0071899998,0.0188
2020-1-14,29,0.024499999,0.0119,0.038199998,0.0451,-0.0048600002
2020-1-14,30,0.0091800001,0.0116,-0.0107,-0.0053599998,-0.00112
2020-1-14,31,-0.054499999,-0.046500001,-0.058499999,-0.095899999,-0.0317
2020-1-14,32,0.00404,0.0132,0.0209,0.0072599999,-0.0108
2020-1-14,33,-0.00315,-0.0043100002,0.015900001,0.0082700001,-0.020099999
2020-1-14,34,0.0097200004,0.0091000004,-0.0032500001,0.0141,-0.0029200001
2020-1-14,35,0.00244,0.0096800001,-0.036600001,0.00113,0.000036699999
2020-1-14,36,-0.0151,-0.0155,-0.0141,-0.035300002,-0.0058900001
2020-1-14,37,0.0071399999,-0.000227,-0.0122,0.0228,0.0154
2020-1-14,38,-0.0135,-0.0144,-0.0049000001,-0.0189,-0.016899999
2020-1-14,39,0.0066300002,-0.0091500003,0.0143,-0.0057299999,0.0079300003
2020-1-14,40,-0.0077499999,-0.0056500002,-0.0255,-0.0034099999,-0.016799999
2020-1-14,41,0.0096199997,0.0062899999,0.0146,0.013,0.0060000001
2020-1-14,42,-0.0187,-0.019300001,-0.052999999,-0.0145,-0.0221
2020-1-14,43,0.00587,0.0174,-0.025900001,0.0123,-0.0027699999
2020-1-14,44,-0.00044,0.0056599998,0.0427,0.0098700002,-0.0255
2020-1-14,45,0.0016899999,-0.0156,-0.032699998,-0.019200001,0.031599998
2020-1-14,46,-0.0142,-0.030300001,0.0127,-0.020099999,-0.0026700001
2020-1-14,47,-0.0099200001,-0.0136,0.12899999,-0.0062899999,-0.015900001
2020-1-14,48,-0.0045099999,-0.0337,0.043099999,-0.0128,0.017100001
2020-1-14,49,0.000091599999,0.0151,0.00135,0.00073199999,-0.00315
2020-1-14,50,0.00296,0.0125,0.0381,0.00202,-0.0125
2020-1-14,51,-0.0133,-0.00251,-0.081500001,-0.00911,0.0155
2020-1-14,52,-0.00502,-0.017200001,0.044300001,0.0059400001,-0.013
2020-1-14,53,-0.0117,-0.017100001,-0.040199999,-0.020300001,0.0088499999
2020-1-15,1,-0.00538,-0.0098799998,0.0054100002,-0.0014299999,-0.0055399998
2020-1-15,2,-0.0054600001,-0.00257,0.0023399999,-0.025599999,-0.0045599998
2020-1-15,3,-0.031399999,-0.0231,-0.070699997,-0.047499999,-0.0189
2020-1-15,4,-0.023600001,-0.032900002,-0.0254,-0.0089400001,-0.0112
2020-1-15,5,0.0033,0.00361,0.00105,0.0014900001,0.00131
2020-1-15,6,0.0073699998,0.0122,0.0022499999,0.0069400002,0.00111
2020-1-15,7,-0.0030700001,-0.00272,0.0038999999,-0.00158,-0.0052700001
2020-1-15,8,-0.0083699999,-0.0048000002,-0.00721,-0.00321,-0.00397
2020-1-15,9,-0.0363,-0.035500001,-0.0152,-0.054699998,-0.0137
2020-1-15,10,0.00076700002,-0.0065899999,0.0122,0.00019599999,0.00285
2020-1-15,11,-0.0126,-0.0188,-0.031500001,0.0062600002,-0.0059000002
2020-1-15,12,0.0058900001,0.017999999,-0.0046999999,-0.00343,0.00186
2020-1-15,13,-0.020500001,0.0039400002,-0.107,-0.047699999,-0.0074
2020-1-15,14,-0.0107,-0.0089600002,0.0744,-0.0207,-0.0217
2020-1-15,15,-0.0094499998,-0.000197,-0.0058300002,-0.0029899999,-0.0054199998
2020-1-15,16,-0.0111,-0.0242,-0.0074499999,-0.0151,-0.0049200002
2020-1-15,17,-0.00148,0.00101,-0.0156,-0.037300002,0.0055200001
2020-1-15,18,-0.00599,0.0022400001,-0.0537,-0.0126,-0.00428
2020-1-15,19,-0.00825,-0.0061900001,-0.0162,-0.00164,-0.036699999
2020-1-15,20,-0.0052399999,-0.00211,-0.112,-0.00954,-0.00021300001
2020-1-15,21,0.0068100002,0.0075099999,0.052099999,-0.0103,0.0015
2020-1-15,22,-0.0141,-0.0147,-0.0233,-0.0231,0.017999999
2020-1-15,23,0.0068399999,0.028899999,0.0218,-0.0254,-0.0167
2020-1-15,24,-0.0044,-0.00127,-0.0138,-0.027000001,0.021199999
2020-1-15,25,-0.0139,-0.015799999,-0.067400001,-0.0261,-0.0137
2020-1-15,26,-0.00053000002,0.00106,0.022,-0.00293,-0.0066900002
2020-1-15,27,-0.000256,-0.0109,-0.061799999,0.0051099998,0.00242
2020-1-15,28,-0.0025800001,-0.0156,0.0099099996,-0.0244,0.0112
2020-1-15,29,0.021299999,0.0206,0.0252,0.048599999,-0.0063100001
2020-1-15,30,0.0017,0.0123,-0.034699999,-0.016899999,-0.0099600004
2020-1-15,31,-0.054699998,-0.044799998,-0.058800001,-0.096799999,-0.035500001
2020-1-15,32,0.00153,0.0037700001,0.0060399999,0.00318,-0.0085800001
2020-1-15,33,-0.011,-0.0139,-0.0142,0.0092700003,-0.0167
2020-1-15,34,0.0062299999,0.0059199999,-0.0062299999,0.0125,-0.0065299999
2020-1-15,35,0.0023399999,0.0079699997,-0.0297,-0.0063800002,0.0086000003
2020-1-15,36,-0.0154,-0.0174,-0.0079199998,-0.035700001,-0.000111
2020-1-15,37,0.0132,-0.0053099999,0.0232,0.024599999,0.0197
2020-1-15,38,-0.0129,-0.0177,-0.0046999999,-0.0177,-0.0187
2020-1-15,39,0.00911,-0.00050000002,0.016000001,-0.000925,0.00483
2020-1-15,40,-0.00294,-0.0032200001,-0.00069000002,-0.00177,-0.0046899999
2020-1-15,41,0.0104,0.0089199999,0.0187,0.0164,0.0105
2020-1-15,42,-0.018100001,-0.0209,-0.0403,-0.0134,-0.0153
2020-1-15,43,0.00105,0.0074900002,-0.0143,0.0044900002,0.00327
2020-1-15,44,-0.0020699999,0.0131,-0.063500002,0.0101,-0.020099999
2020-1-15,45,0.0053699999,-0.0098799998,-0.032600001,0.0022100001,0.0209
2020-1-15,46,-0.0142,-0.032400001,0.0083799995,-0.00398,-0.0067599998
2020-1-15,47,-0.0142,-0.0244,0.078299999,0.0019499999,-0.0155
2020-1-15,48,-0.0073699998,-0.037099998,0.023800001,-0.0108,0.0151
2020-1-15,49,0.0089199999,0.0154,0.0361,0.019300001,-0.00875
2020-1-15,50,-0.0046399999,0.00126,0.00103,-0.00098400004,-0.0134
2020-1-15,51,-0.0155,-0.016000001,-0.084600002,-0.0101,0.0217
2020-1-15,52,-0.0066300002,-0.0135,0.0149,-0.00193,-0.012
2020-1-15,53,-0.0084800003,-0.0163,-0.0098999999,-0.0264,0.0034700001
2020-1-16,1,-0.00127,-0.00606,0.0081900004,-0.00074599998,-0.0039300001
2020-1-16,2,-0.0078699999,-0.0045599998,-0.0023699999,-0.031399999,-0.00501
2020-1-16,3,-0.033100002,-0.0217,-0.081,-0.0495,-0.017999999
2020-1-16,4,-0.022600001,-0.030999999,-0.019300001,-0.0151,-0.0134
2020-1-16,5,-0.000355,-0.0065899999,0.00507,-0.0035699999,0.0014
2020-1-16,6,0.0064500002,0.00868,-0.0122,0.0045699999,0.000063899999
2020-1-16,7,-0.0040600002,-0.0020300001,0.0027600001,-0.0056500002,-0.0097700004
2020-1-16,8,-0.00496,0.0024900001,-0.0080500003,-0.00196,-0.0016899999
2020-1-16,9,-0.0405,-0.037,-0.024,-0.057700001,-0.014
2020-1-16,10,-0.0045500002,-0.0114,0.00077799999,0.00189,-0.00434
2020-1-16,11,-0.0137,-0.020400001,-0.031500001,0.00235,-0.0074300002
2020-1-16,12,0.0063299998,0.012,0.02,0.0038999999,0.00495
2020-1-16,13,-0.0232,0.00099800003,-0.065499999,-0.047699999,-0.0105
2020-1-16,14,-0.0075400001,-0.0031699999,0.0074499999,-0.0189,-0.020099999
2020-1-16,15,-0.0101,0.0048400001,0.0189,-0.0072699999,-0.0057000001
2020-1-16,16,-0.0163,-0.020400001,-0.033100002,-0.0156,-0.0098299999
2020-1-16,17,-0.00098899996,-0.0026499999,-0.00562,-0.034600001,0.0065700002
2020-1-16,18,-0.0069599999,-0.0064699999,-0.059599999,-0.0146,-0.00285
2020-1-16,19,-0.0044,-0.00211,-0.0164,0.00248,-0.031399999
2020-1-16,20,-0.0073899999,-0.0031300001,-0.087099999,-0.0142,0.0040500001
2020-1-16,21,0.0021899999,0.00131,0.022299999,-0.020199999,0.00167
2020-1-16,22,-0.0164,-0.0254,-0.035,-0.0144,0.0148
