date,cityid,revenue_all,revenue_ss40,revenue_ss60,revenue_ss65,revenue_ss70
2020-1-12,51,-0.0163,0.037999999,-0.084299996,-0.0165,-0.0385
2020-1-12,52,0.032400001,0.0020699999,0.066299997,0.134,0.0055999998
2020-1-12,53,-0.032499999,-0.047800001,-0.029899999,0.036899999,-0.0218
2020-1-13,1,-0.0059600002,-0.0082999999,0.035599999,-0.024900001,-0.029300001
2020-1-13,2,0.019400001,0.0082900003,0.082900003,-0.093900003,0.079099998
2020-1-13,3,-0.0603,-0.070500001,-0.106,-0.032699998,-0.066600002
2020-1-13,4,-0.048799999,0.0231,-0.152,-0.059700001,-0.043900002
2020-1-13,5,-0.0449,0.0187,-0.071900003,-0.17,0.016000001
2020-1-13,6,-0.033300001,-0.059799999,-0.0119,-0.036600001,-0.0112
2020-1-13,7,-0.0041100001,0.064400002,0.039299998,-0.11,-0.0068299999
2020-1-13,8,-0.0102,-0.026900001,0.022600001,-0.0053500002,-0.0155
2020-1-13,9,-0.031199999,-0.0231,0.027899999,-0.096900001,-0.0328
2020-1-13,10,0.0085399998,-0.0062699998,0.108,-0.068599999,-0.0288
2020-1-13,11,-0.025800001,-0.0099999998,-0.065399997,-0.025599999,0.0043299999
2020-1-13,12,-0.020099999,-0.0449,-0.018300001,0.0229,-0.0266
2020-1-13,13,-0.059300002,-0.082099997,-0.12800001,-0.164,-0.028999999
2020-1-13,14,-0.017100001,-0.0308,0.146,-0.103,-0.0348
2020-1-13,15,-0.034200002,-0.023,0.036600001,-0.15800001,0.0046799998
2020-1-13,16,-0.0471,-0.024599999,-0.0414,-0.076499999,-0.054699998
2020-1-13,17,-0.00398,0.0145,-0.0473,-0.084600002,0.035599999
2020-1-13,18,-0.0131,0.075499997,0.061000001,-0.032099999,-0.00147
2020-1-13,19,-0.039900001,0.0031600001,-0.112,-0.068800002,-0.032099999
2020-1-13,20,0.0091899997,0.029100001,0.33700001,-0.0722,-0.042300001
2020-1-13,21,-0.026000001,-0.0287,0.125,-0.16,-0.042300001
2020-1-13,22,-0.040600002,-0.0328,-0.101,-0.0218,0.0023099999
2020-1-13,23,-0.0049999999,0.103,-0.0094299996,-0.090800002,-0.0152
2020-1-13,24,-0.043699998,0.0178,0.040899999,-0.236,-0.0197
2020-1-13,25,0.0026700001,-0.0145,0.062700003,0.0174,0.0089600002
2020-1-13,26,-0.0274,-0.0165,-0.072899997,-0.079800002,-0.086599998
2020-1-13,27,-0.0548,-0.021199999,-0.15700001,-0.059700001,-0.052200001
2020-1-13,28,-0.037700001,-0.0145,-0.098300003,-0.018300001,-0.040899999
2020-1-13,29,0.0341,-0.105,0.244,-0.062899999,0.0147
2020-1-13,30,0.0091700004,0.042599998,0.0638,-0.0072400002,-0.037500001
2020-1-13,31,-0.062199999,-0.0779,,-0.078100003,-0.15000001
2020-1-13,32,0.0125,0.024900001,0.15700001,0.0093599996,-0.0559
2020-1-13,33,-0.0025200001,0.00777,0.073399998,0.00233,-0.024800001
2020-1-13,34,0.016000001,-0.046599999,0.0735,-0.0074800001,0.0241
2020-1-13,35,-0.0087799998,0.00556,-0.119,0.030099999,-0.0217
2020-1-13,36,-0.087399997,-0.049600001,-0.252,-0.017000001,-0.087200001
2020-1-13,37,-0.035100002,0.00096899999,0.0277,-0.099600002,-0.052999999
2020-1-13,38,-0.061500002,-0.070299998,-0.031099999,-0.119,-0.045299999
2020-1-13,39,-0.015,-0.053100001,-0.0049999999,-0.023800001,0.0039900001
2020-1-13,40,-0.101,-0.0385,-0.061700001,-0.222,-0.030200001
2020-1-13,41,0.00337,-0.0024900001,0.084700003,0.0077399998,-0.0458
2020-1-13,42,-0.071999997,-0.11,-0.039799999,-0.077299997,-0.079700001
2020-1-13,43,-0.049199998,-0.038800001,0.0029800001,-0.12800001,-0.051600002
2020-1-13,44,-0.141,0.064400002,-0.0612,-0.412,-0.039999999
2020-1-13,45,0.0143,0.0060800002,0.273,-0.058200002,-0.0275
2020-1-13,46,-0.046999998,-0.046700001,-0.00382,0.054200001,-0.036600001
2020-1-13,47,-0.0129,0.0261,0.068599999,0.000037400001,-0.0178
2020-1-13,48,-0.041099999,0.00296,-0.184,-0.099299997,0.0091899997
2020-1-13,49,-0.037799999,0.048300002,-0.14,-0.114,0.0133
2020-1-13,50,-0.012,-0.021,-0.0196,0.0145,-0.0099099996
2020-1-13,51,-0.021600001,-0.033599999,-0.044599999,-0.043900002,-0.0185
2020-1-13,52,0.0255,-0.0017,0.0964,0.101,-0.020400001
2020-1-13,53,-0.0601,-0.042300001,-0.124,-0.0062299999,-0.0535
2020-1-14,1,-0.00232,-0.0041299998,0.0107,0.0228,-0.0251
2020-1-14,2,0.0134,0.0174,0.090599999,-0.068800002,0.046700001
2020-1-14,3,-0.052000001,-0.053199999,-0.111,-0.0063200002,-0.058600001
2020-1-14,4,-0.046500001,0.0137,-0.16,-0.030400001,-0.0392
2020-1-14,5,-0.0145,0.0026,-0.0634,-0.027100001,0.0162
2020-1-14,6,-0.027899999,-0.037900001,0.000096000003,-0.078400001,-0.0101
2020-1-14,7,0.025699999,0.113,0.058499999,-0.0757,0.0131
2020-1-14,8,-0.034400001,0.000244,0.0136,0.0116,-0.115
2020-1-14,9,-0.064300001,-0.0581,-0.097000003,-0.0713,-0.041900001
2020-1-14,10,0.00089800003,0.019300001,0.0121,-0.037599999,-0.0063700001
2020-1-14,11,-0.0125,-0.015799999,-0.059900001,0.0126,0.021500001
2020-1-14,12,-0.0188,-0.0273,-0.048700001,-0.055199999,0.025900001
2020-1-14,13,-0.026000001,-0.0704,0.146,-0.053199999,-0.038699999
2020-1-14,14,-0.0105,-0.027899999,0.092399999,-0.0059199999,-0.0222
2020-1-14,15,0.0046899999,-0.0104,0.132,-0.035999998,0.0118
2020-1-14,16,0.0074200002,0.00293,0.091700003,-0.028899999,-0.0175
2020-1-14,17,0.0092799999,0.023499999,-0.019300001,-0.053399999,0.0164
2020-1-14,18,-0.0096899997,0.058600001,-0.0118,0.00352,0.0165
2020-1-14,19,-0.0073099998,0.036600001,-0.031300001,0.039099999,-0.039700001
2020-1-14,20,0.0064099999,0.0152,0.324,-0.0889,-0.0162
2020-1-14,21,-0.0056599998,-0.0133,0.14399999,-0.13,0.0095199998
2020-1-14,22,-0.041299999,0.0177,-0.186,-0.050900001,-0.0069200001
2020-1-14,23,0.0229,0.124,-0.0039300001,-0.075599998,0.0064699999
2020-1-14,24,-0.0233,0.0147,0.043099999,-0.047699999,-0.0286
2020-1-14,25,0.000087400003,-0.0151,-0.043499999,-0.00183,0.0166
2020-1-14,26,-0.0261,-0.0394,-0.133,-0.0068399999,-0.052299999
2020-1-14,27,0.00217,0.077200003,-0.076300003,-0.059799999,-0.043000001
2020-1-14,28,-0.0414,-0.00102,-0.156,-0.050799999,-0.0144
2020-1-14,29,0.096000001,-0.053800002,0.44,-0.055399999,0.0473
2020-1-14,30,0.0031999999,0.035100002,0.046100002,-0.0052800002,-0.028899999
2020-1-14,31,-0.047899999,-0.045200001,,-0.0526,-0.154
2020-1-14,32,-0.00082700001,0.029300001,0.034499999,-0.019300001,-0.046399999
2020-1-14,33,-0.00038499999,0.033599999,0.055100001,-0.0254,-0.012
2020-1-14,34,0.00214,-0.0156,0.116,-0.063199997,-0.106
2020-1-14,35,-0.0163,0.0107,-0.123,-0.0097000003,0.00229
2020-1-14,36,-0.054400001,-0.056899998,-0.12,0.0418,-0.078699999
2020-1-14,37,-0.0068700002,0.049699999,0.046700001,-0.152,-0.0363
2020-1-14,38,-0.049800001,-0.047699999,-0.0722,-0.065499999,-0.041700002
2020-1-14,39,0.0059099998,-0.0187,0.0186,-0.0127,0.0048699998
2020-1-14,40,-0.059500001,-0.072499998,0.097099997,-0.14,-0.0174
2020-1-14,41,0.00154,-0.0106,0.021299999,0.036400001,-0.029999999
2020-1-14,42,-0.079000004,-0.093900003,-0.072700001,-0.11,-0.086499996
2020-1-14,43,-0.0198,-0.0407,0.045899998,-0.0392,-0.0098799998
